"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","ALCOHOLTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001400","GISAHMKD","PUBLISHED","2008","EUR","MKD","SA_SPIRITS","0.49","0.49000","","",""
"SA_0000001400","GISAHMDG","PUBLISHED","2004","AFR","MDG","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","","PUBLISHED","2004","EUR","MCO","SA_TOTAL","No data","","","",""
"SA_0000001400","GISAHLKA","PUBLISHED","2013","SEAR","LKA","SA_BEER","0.39","0.39000","","",""
"SA_0000001400","GISAHNZL","PUBLISHED","2009","WPR","NZL","SA_OTHER_ALCOHOL","1.15","1.15000","","",""
"SA_0000001400","GISAHSRB","PUBLISHED","2006","EUR","SRB","SA_TOTAL","8.58","8.58000","","",""
"SA_0000001400","GISAHSLB","PUBLISHED","2001","WPR","SLB","SA_WINE","0.01","0.01000","","",""
"SA_0000001400","GISAHALB","PUBLISHED","2000","EUR","ALB","SA_TOTAL","3.66","3.66000","","",""
"SA_0000001400","","PUBLISHED","2006","WPR","MHL","SA_BEER","No data","","","",""
"SA_0000001400","GISAHBIH","PUBLISHED","2001","EUR","BIH","SA_WINE","0.40","0.40000","","",""
"SA_0000001400","GISAHBDI","PUBLISHED","2005","AFR","BDI","SA_TOTAL","5.54","5.54000","","",""
"SA_0000001400","GISAHVEN","PUBLISHED","2008","AMR","VEN","SA_OTHER_ALCOHOL","0.05","0.05000","","",""
"SA_0000001400","GISAHGNQ","PUBLISHED","2013","AFR","GNQ","SA_WINE","1.71","1.71000","","",""
"SA_0000001400","GISAHTCD","PUBLISHED","2001","AFR","TCD","SA_BEER","0.18","0.18000","","",""
"SA_0000001400","GISAHMRT","PUBLISHED","2005","AFR","MRT","SA_BEER","0.00","0.00000","","",""
"SA_0000001400","GISAHLKA","PUBLISHED","2001","SEAR","LKA","SA_TOTAL","1.68","1.68000","","",""
"SA_0000001400","GISAHPAK","PUBLISHED","2003","EMR","PAK","SA_SPIRITS","0.00","0.00000","","",""
"SA_0000001400","GISAHKAZ","PUBLISHED","2003","EUR","KAZ","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHGEO","PUBLISHED","2001","EUR","GEO","SA_WINE","1.24","1.24000","","",""
"SA_0000001400","GISAHVCT","PUBLISHED","2009","AMR","VCT","SA_SPIRITS","4.00","4.00000","","",""
"SA_0000001400","GISAHRUS","PUBLISHED","2013","EUR","RUS","SA_BEER","4.09","4.09000","","",""
"SA_0000001400","GISAHCIV","PUBLISHED","2013","AFR","CIV","SA_BEER","0.82","0.82000","","",""
"SA_0000001400","GISAHTON","PUBLISHED","2004","WPR","TON","SA_TOTAL","1.80","1.80000","","",""
"SA_0000001400","GISAHBLR","PUBLISHED","2007","EUR","BLR","SA_SPIRITS","6.06","6.06000","","",""
"SA_0000001400","GISAHKHM","PUBLISHED","2007","WPR","KHM","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHBLR","PUBLISHED","2012","EUR","BLR","SA_BEER","2.98","2.98000","","",""
"SA_0000001400","GISAHGRD","PUBLISHED","2002","AMR","GRD","SA_BEER","3.47","3.47000","","",""
"SA_0000001400","GISAHSUR","PUBLISHED","2004","AMR","SUR","SA_WINE","0.08","0.08000","","",""
"SA_0000001400","GISAHBTN","PUBLISHED","2000","SEAR","BTN","SA_TOTAL","0.17","0.17000","","",""
"SA_0000001400","GISAHAFG","PUBLISHED","2001","EMR","AFG","SA_BEER","0.00","0.00000","","",""
"SA_0000001400","GISAHVUT","PUBLISHED","2011","WPR","VUT","SA_SPIRITS","0.31","0.31000","","",""
"SA_0000001400","GISAHITA","PUBLISHED","2007","EUR","ITA","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHPAN","PUBLISHED","2014","AMR","PAN","SA_TOTAL","6.74","6.74000","","",""
"SA_0000001400","GISAHGRC","PUBLISHED","2003","EUR","GRC","SA_OTHER_ALCOHOL","0.01","0.01000","","",""
"SA_0000001400","GISAHMLT","PUBLISHED","2014","EUR","MLT","SA_TOTAL","8.49","8.49000","","",""
"SA_0000001400","GISAHQAT","PUBLISHED","2008","EMR","QAT","SA_WINE","0.27","0.27000","","",""
"SA_0000001400","GISAHEST","PUBLISHED","2004","EUR","EST","SA_WINE","1.15","1.15000","","",""
"SA_0000001400","GISAHTUR","PUBLISHED","2007","EUR","TUR","SA_WINE","0.05","0.05000","","",""
"SA_0000001400","GISAHKGZ","PUBLISHED","2002","EUR","KGZ","SA_BEER","0.26","0.26000","","",""
"SA_0000001400","GISAHCAF","PUBLISHED","2004","AFR","CAF","SA_TOTAL","1.50","1.50000","","",""
"SA_0000001400","GISAHLVA","PUBLISHED","2005","EUR","LVA","SA_WINE","0.94","0.94000","","",""
"SA_0000001400","GISAHHTI","PUBLISHED","2008","AMR","HTI","SA_WINE","0.01","0.01000","","",""
"SA_0000001400","GISAHBEN","PUBLISHED","2007","AFR","BEN","SA_OTHER_ALCOHOL","0.30","0.30000","","",""
"SA_0000001400","GISAHLTU","PUBLISHED","2007","EUR","LTU","SA_WINE","0.90","0.90000","","",""
"SA_0000001400","GISAHCRI","PUBLISHED","2007","AMR","CRI","SA_TOTAL","4.20","4.20000","","",""
"SA_0000001400","GISAHIDN","PUBLISHED","2010","SEAR","IDN","SA_TOTAL","0.08","0.08000","","",""
"SA_0000001400","GISAHPAK","PUBLISHED","2006","EMR","PAK","SA_WINE","0.00","0.00000","","",""
"SA_0000001400","GISAHTHA","PUBLISHED","2003","SEAR","THA","SA_TOTAL","6.14","6.14000","","",""
"SA_0000001400","GISAHISL","PUBLISHED","2012","EUR","ISL","SA_BEER","4.62","4.62000","","",""
"SA_0000001400","GISAHERI","PUBLISHED","2011","AFR","ERI","SA_OTHER_ALCOHOL","0.23","0.23000","","",""
"SA_0000001400","GISAHERI","PUBLISHED","2006","AFR","ERI","SA_TOTAL","0.97","0.97000","","",""
"SA_0000001400","GISAHVCT","PUBLISHED","2001","AMR","VCT","SA_SPIRITS","2.67","2.67000","","",""
"SA_0000001400","GISAHSMR","PUBLISHED","2006","EUR","SMR","SA_BEER","No data","","","",""
"SA_0000001400","GISAHSGP","PUBLISHED","2014","WPR","SGP","SA_SPIRITS","0.25","0.25000","","",""
"SA_0000001400","GISAHCOK","PUBLISHED","2003","WPR","COK","SA_TOTAL","7.53","7.53000","","",""
"SA_0000001400","GISAHBGR","PUBLISHED","2001","EUR","BGR","SA_TOTAL","10.72","10.72000","","",""
"SA_0000001400","GISAHDMA","PUBLISHED","2001","AMR","DMA","SA_TOTAL","8.74","8.74000","","",""
"SA_0000001400","","PUBLISHED","2004","EUR","MCO","SA_BEER","No data","","","",""
"SA_0000001400","GISAHDEU","PUBLISHED","2001","EUR","DEU","SA_WINE","3.21","3.21000","","",""
"SA_0000001400","GISAHGRD","PUBLISHED","2010","AMR","GRD","SA_BEER","3.55","3.55000","","",""
"SA_0000001400","GISAHLKA","PUBLISHED","2009","SEAR","LKA","SA_TOTAL","2.05","2.05000","","",""
"SA_0000001400","GISAHDZA","PUBLISHED","2010","AFR","DZA","SA_BEER","0.17","0.17000","","",""
"SA_0000001400","GISAHHND","PUBLISHED","2008","AMR","HND","SA_TOTAL","3.14","3.14000","","",""
"SA_0000001400","GISAHCHL","PUBLISHED","2001","AMR","CHL","SA_WINE","2.38","2.38000","","",""
"SA_0000001400","GISAHURY","PUBLISHED","2008","AMR","URY","SA_BEER","1.86","1.86000","","",""
"SA_0000001400","GISAHCAN","PUBLISHED","2002","AMR","CAN","SA_SPIRITS","2.10","2.10000","","",""
"SA_0000001400","GISAHSVK","PUBLISHED","2008","EUR","SVK","SA_WINE","1.54","1.54000","","",""
"SA_0000001400","GISAHPAN","PUBLISHED","2010","AMR","PAN","SA_TOTAL","6.94","6.94000","","",""
"SA_0000001400","GISAHBDI","PUBLISHED","2006","AFR","BDI","SA_WINE","0.00","0.00000","","",""
"SA_0000001400","GISAHPNG","PUBLISHED","2000","WPR","PNG","SA_SPIRITS","0.11","0.11000","","",""
"SA_0000001400","GISAHHRV","PUBLISHED","2013","EUR","HRV","SA_TOTAL","12.39","12.39000","","",""
"SA_0000001400","GISAHUSA","PUBLISHED","2013","AMR","USA","SA_BEER","4.24","4.24000","","",""
"SA_0000001400","GISAHSWE","PUBLISHED","2003","EUR","SWE","SA_SPIRITS","1.20","1.20000","","",""
"SA_0000001400","GISAHGRC","PUBLISHED","2010","EUR","GRC","SA_OTHER_ALCOHOL","0.10","0.10000","","",""
"SA_0000001400","GISAHCOL","PUBLISHED","2006","AMR","COL","SA_TOTAL","4.53","4.53000","","",""
"SA_0000001400","GISAHFIN","PUBLISHED","2006","EUR","FIN","SA_OTHER_ALCOHOL","1.17","1.17000","","",""
"SA_0000001400","GISAHECU","PUBLISHED","2009","AMR","ECU","SA_WINE","0.04","0.04000","","",""
"SA_0000001400","GISAHJOR","PUBLISHED","2008","EMR","JOR","SA_WINE","0.01","0.01000","","",""
"SA_0000001400","GISAHIND","PUBLISHED","2009","SEAR","IND","SA_SPIRITS","2.35","2.35000","","",""
"SA_0000001400","GISAHSYC","PUBLISHED","2010","AFR","SYC","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHDEU","PUBLISHED","2003","EUR","DEU","SA_TOTAL","11.92","11.92000","","",""
"SA_0000001400","GISAHSAU","PUBLISHED","2003","EMR","SAU","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHCUB","PUBLISHED","2013","AMR","CUB","SA_WINE","0.08","0.08000","","",""
"SA_0000001400","GISAHARM","PUBLISHED","2001","EUR","ARM","SA_WINE","0.28","0.28000","","",""
"SA_0000001400","GISAHARG","PUBLISHED","2012","AMR","ARG","SA_OTHER_ALCOHOL","0.85","0.85000","","",""
"SA_0000001400","GISAHCYP","PUBLISHED","2012","EUR","CYP","SA_TOTAL","10.55","10.55000","","",""
"SA_0000001400","GISAHDOM","PUBLISHED","2005","AMR","DOM","SA_BEER","2.71","2.71000","","",""
"SA_0000001400","GISAHGAB","PUBLISHED","2013","AFR","GAB","SA_BEER","6.22","6.22000","","",""
"SA_0000001400","GISAHTCD","PUBLISHED","2006","AFR","TCD","SA_OTHER_ALCOHOL","0.15","0.15000","","",""
"SA_0000001400","GISAHFRA","PUBLISHED","2004","EUR","FRA","SA_WINE","8.10","8.10000","","",""
"SA_0000001400","GISAHJAM","PUBLISHED","2010","AMR","JAM","SA_BEER","1.33","1.33000","","",""
"SA_0000001400","GISAHITA","PUBLISHED","2005","EUR","ITA","SA_BEER","1.73","1.73000","","",""
"SA_0000001400","","PUBLISHED","2010","WPR","MHL","SA_TOTAL","No data","","","",""
"SA_0000001400","GISAHSAU","PUBLISHED","2011","EMR","SAU","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHNIU","PUBLISHED","2003","WPR","NIU","SA_BEER","2.28","2.28000","","",""
"SA_0000001400","GISAHTGO","PUBLISHED","2008","AFR","TGO","SA_WINE","0.33","0.33000","","",""
"SA_0000001400","GISAHJOR","PUBLISHED","2012","EMR","JOR","SA_OTHER_ALCOHOL","0.01","0.01000","","",""
"SA_0000001400","GISAHNIC","PUBLISHED","2000","AMR","NIC","SA_WINE","0.02","0.02000","","",""
"SA_0000001400","GISAHMRT","PUBLISHED","2011","AFR","MRT","SA_SPIRITS","0.00","0.00000","","",""
"SA_0000001400","GISAHGBR","PUBLISHED","2006","EUR","GBR","SA_SPIRITS","2.25","2.25000","","",""
"SA_0000001400","GISAHTHA","PUBLISHED","2004","SEAR","THA","SA_WINE","0.02","0.02000","","",""
"SA_0000001400","GISAHITA","PUBLISHED","2000","EUR","ITA","SA_SPIRITS","1.07","1.07000","","",""
"SA_0000001400","GISAHLAO","PUBLISHED","2002","WPR","LAO","SA_SPIRITS","2.32","2.32000","","",""
"SA_0000001400","GISAHGIN","PUBLISHED","2001","AFR","GIN","SA_WINE","0.02","0.02000","","",""
"SA_0000001400","GISAHIND","PUBLISHED","2006","SEAR","IND","SA_BEER","0.11","0.11000","","",""
"SA_0000001400","GISAHTLS","PUBLISHED","2001","SEAR","TLS","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHAUS","PUBLISHED","2009","WPR","AUS","SA_BEER","4.68","4.68000","","",""
"SA_0000001400","GISAHCZE","PUBLISHED","2014","EUR","CZE","SA_BEER","6.93","6.93000","","",""
"SA_0000001400","GISAHKNA","PUBLISHED","2009","AMR","KNA","SA_TOTAL","9.68","9.68000","","",""
"SA_0000001400","GISAHCOK","PUBLISHED","2004","WPR","COK","SA_WINE","1.35","1.35000","","",""
"SA_0000001400","GISAHEST","PUBLISHED","2006","EUR","EST","SA_BEER","6.48","6.48000","","",""
"SA_0000001400","GISAHSUR","PUBLISHED","2002","AMR","SUR","SA_BEER","1.67","1.67000","","",""
"SA_0000001400","GISAHPRY","PUBLISHED","2002","AMR","PRY","SA_WINE","0.41","0.41000","","",""
"SA_0000001400","GISAHSEN","PUBLISHED","2000","AFR","SEN","SA_WINE","0.09","0.09000","","",""
"SA_0000001400","GISAHIND","PUBLISHED","2014","SEAR","IND","SA_BEER","0.21","0.21000","","",""
"SA_0000001400","GISAHGRC","PUBLISHED","2013","EUR","GRC","SA_TOTAL","7.46","7.46000","","",""
"SA_0000001400","GISAHKNA","PUBLISHED","2001","AMR","KNA","SA_BEER","3.54","3.54000","","",""
"SA_0000001400","GISAHPRT","PUBLISHED","2013","EUR","PRT","SA_OTHER_ALCOHOL","0.39","0.39000","","",""
"SA_0000001400","GISAHDNK","PUBLISHED","2008","EUR","DNK","SA_BEER","4.51","4.51000","","",""
"SA_0000001400","GISAHAGO","PUBLISHED","2000","AFR","AGO","SA_WINE","0.40","0.40000","","",""
"SA_0000001400","GISAHARM","PUBLISHED","2005","EUR","ARM","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHBGD","PUBLISHED","2004","SEAR","BGD","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHGNQ","PUBLISHED","2010","AFR","GNQ","SA_SPIRITS","0.00","0.00000","","",""
"SA_0000001400","GISAHKWT","PUBLISHED","2010","EMR","KWT","SA_SPIRITS","0.01","0.01000","","",""
"SA_0000001400","GISAHPAN","PUBLISHED","2007","AMR","PAN","SA_OTHER_ALCOHOL","0.02","0.02000","","",""
"SA_0000001400","GISAHSVN","PUBLISHED","2001","EUR","SVN","SA_WINE","4.29","4.29000","","",""
"SA_0000001400","GISAHPRT","PUBLISHED","2005","EUR","PRT","SA_WINE","7.99","7.99000","","",""
"SA_0000001400","GISAHTTO","PUBLISHED","2001","AMR","TTO","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","","PUBLISHED","2004","EUR","SMR","SA_OTHER_ALCOHOL","No data","","","",""
"SA_0000001400","GISAHDJI","PUBLISHED","2005","EMR","DJI","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHLBN","PUBLISHED","2001","EMR","LBN","SA_WINE","0.64","0.64000","","",""
"SA_0000001400","GISAHGNQ","PUBLISHED","2007","AFR","GNQ","SA_BEER","3.23","3.23000","","",""
"SA_0000001400","GISAHBHS","PUBLISHED","2005","AMR","BHS","SA_SPIRITS","4.64","4.64000","","",""
"SA_0000001400","GISAHKAZ","PUBLISHED","2011","EUR","KAZ","SA_WINE","0.40","0.40000","","",""
"SA_0000001400","GISAHCUB","PUBLISHED","2001","AMR","CUB","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHCMR","PUBLISHED","2004","AFR","CMR","SA_OTHER_ALCOHOL","2.22","2.22000","","",""
"SA_0000001400","GISAHLVA","PUBLISHED","2008","EUR","LVA","SA_OTHER_ALCOHOL","0.79","0.79000","","",""
"SA_0000001400","GISAHMUS","PUBLISHED","2010","AFR","MUS","SA_WINE","0.35","0.35000","","",""
"SA_0000001400","GISAHSYR","PUBLISHED","2001","EMR","SYR","SA_TOTAL","1.29","1.29000","","",""
"SA_0000001400","GISAHOMN","PUBLISHED","2011","EMR","OMN","SA_TOTAL","0.54","0.54000","","",""
"SA_0000001400","GISAHSTP","PUBLISHED","2010","AFR","STP","SA_BEER","0.79","0.79000","","",""
"SA_0000001400","GISAHPAN","PUBLISHED","2002","AMR","PAN","SA_TOTAL","5.52","5.52000","","",""
"SA_0000001400","GISAHTHA","PUBLISHED","2013","SEAR","THA","SA_SPIRITS","4.77","4.77000","","",""
"SA_0000001400","GISAHCHN","PUBLISHED","2008","WPR","CHN","SA_BEER","1.55","1.55000","","",""
"SA_0000001400","GISAHKHM","PUBLISHED","2000","WPR","KHM","SA_SPIRITS","1.21","1.21000","","",""
"SA_0000001400","GISAHPAN","PUBLISHED","2007","AMR","PAN","SA_WINE","0.22","0.22000","","",""
"SA_0000001400","GISAHMYS","PUBLISHED","2007","WPR","MYS","SA_SPIRITS","0.08","0.08000","","",""
"SA_0000001400","GISAHLTU","PUBLISHED","2013","EUR","LTU","SA_BEER","5.26","5.26000","","",""
"SA_0000001400","GISAHARE","PUBLISHED","2003","EMR","ARE","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHLBY","PUBLISHED","2004","EMR","LBY","SA_TOTAL","0.01","0.01000","","",""
"SA_0000001400","GISAHZWE","PUBLISHED","2008","AFR","ZWE","SA_BEER","1.47","1.47000","","",""
"SA_0000001400","GISAHCZE","PUBLISHED","2010","EUR","CZE","SA_BEER","6.79","6.79000","","",""
"SA_0000001400","GISAHGAB","PUBLISHED","2011","AFR","GAB","SA_WINE","1.12","1.12000","","",""
"SA_0000001400","GISAHZWE","PUBLISHED","2012","AFR","ZWE","SA_TOTAL","6.09","6.09000","","",""
"SA_0000001400","GISAHBGR","PUBLISHED","2002","EUR","BGR","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHLVA","PUBLISHED","2012","EUR","LVA","SA_WINE","1.16","1.16000","","",""
"SA_0000001400","GISAHMEX","PUBLISHED","2001","AMR","MEX","SA_OTHER_ALCOHOL","0.03","0.03000","","",""
"SA_0000001400","GISAHMOZ","PUBLISHED","2011","AFR","MOZ","SA_TOTAL","0.94","0.94000","","",""
"SA_0000001400","GISAHURY","PUBLISHED","2011","AMR","URY","SA_SPIRITS","0.59","0.59000","","",""
"SA_0000001400","GISAHRWA","PUBLISHED","2006","AFR","RWA","SA_TOTAL","6.88","6.88000","","",""
"SA_0000001400","GISAHMDA","PUBLISHED","2012","EUR","MDA","SA_SPIRITS","3.29","3.29000","","",""
"SA_0000001400","GISAHPRT","PUBLISHED","2001","EUR","PRT","SA_OTHER_ALCOHOL","0.33","0.33000","","",""
"SA_0000001400","GISAHSDN","PUBLISHED","2009","EMR","SDN","SA_SPIRITS","0.27","0.27000","","",""
"SA_0000001400","GISAHUZB","PUBLISHED","2011","EUR","UZB","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHCAN","PUBLISHED","2003","AMR","CAN","SA_BEER","4.20","4.20000","","",""
"SA_0000001400","GISAHKOR","PUBLISHED","2006","WPR","KOR","SA_TOTAL","8.83","8.83000","","",""
"SA_0000001400","GISAHGUY","PUBLISHED","2013","AMR","GUY","SA_WINE","0.02","0.02000","","",""
"SA_0000001400","GISAHCZE","PUBLISHED","2006","EUR","CZE","SA_TOTAL","13.03","13.03000","","",""
"SA_0000001400","GISAHECU","PUBLISHED","2005","AMR","ECU","SA_WINE","0.04","0.04000","","",""
"SA_0000001400","GISAHGIN","PUBLISHED","2009","AFR","GIN","SA_WINE","0.02","0.02000","","",""
"SA_0000001400","GISAHIRL","PUBLISHED","2011","EUR","IRL","SA_BEER","5.50","5.50000","","",""
"SA_0000001400","GISAHALB","PUBLISHED","2005","EUR","ALB","SA_WINE","1.34","1.34000","","",""
"SA_0000001400","GISAHSLE","PUBLISHED","2007","AFR","SLE","SA_BEER","0.14","0.14000","","",""
"SA_0000001400","GISAHARM","PUBLISHED","2008","EUR","ARM","SA_BEER","0.41","0.41000","","",""
"SA_0000001400","GISAHBRN","PUBLISHED","2002","WPR","BRN","SA_WINE","0.01","0.01000","","",""
"SA_0000001400","GISAHSOM","PUBLISHED","2009","EMR","SOM","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHCHE","PUBLISHED","2007","EUR","CHE","SA_TOTAL","10.44","10.44000","","",""
"SA_0000001400","GISAHAUT","PUBLISHED","2001","EUR","AUT","SA_SPIRITS","1.50","1.50000","","",""
"SA_0000001400","GISAHTUR","PUBLISHED","2008","EUR","TUR","SA_SPIRITS","0.46","0.46000","","",""
"SA_0000001400","GISAHITA","PUBLISHED","2011","EUR","ITA","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHTON","PUBLISHED","2007","WPR","TON","SA_SPIRITS","1.02","1.02000","","",""
"SA_0000001400","GISAHNIC","PUBLISHED","2011","AMR","NIC","SA_TOTAL","3.39","3.39000","","",""
"SA_0000001400","GISAHVCT","PUBLISHED","2010","AMR","VCT","SA_TOTAL","7.00","7.00000","","",""
"SA_0000001400","GISAHTKM","PUBLISHED","2014","EUR","TKM","SA_SPIRITS","1.28","1.28000","","",""
"SA_0000001400","GISAHBHR","PUBLISHED","2003","EMR","BHR","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHUSA","PUBLISHED","2003","AMR","USA","SA_WINE","1.29","1.29000","","",""
"SA_0000001400","GISAHIRN","PUBLISHED","2006","EMR","IRN","SA_WINE","0.00","0.00000","","",""
"SA_0000001400","","PUBLISHED","2010","EUR","SMR","SA_SPIRITS","No data","","","",""
"SA_0000001400","GISAHBOL","PUBLISHED","2003","AMR","BOL","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHMYS","PUBLISHED","2001","WPR","MYS","SA_TOTAL","0.53","0.53000","","",""
"SA_0000001400","GISAHBTN","PUBLISHED","2004","SEAR","BTN","SA_TOTAL","0.96","0.96000","","",""
"SA_0000001400","GISAHPHL","PUBLISHED","2006","WPR","PHL","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHPAK","PUBLISHED","2010","EMR","PAK","SA_WINE","0.00","0.00000","","",""
"SA_0000001400","GISAHGBR","PUBLISHED","2001","EUR","GBR","SA_WINE","3.22","3.22000","","",""
"SA_0000001400","GISAHYEM","PUBLISHED","2000","EMR","YEM","SA_BEER","0.07","0.07000","","",""
"SA_0000001400","GISAHGNQ","PUBLISHED","2001","AFR","GNQ","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHHND","PUBLISHED","2005","AMR","HND","SA_TOTAL","3.23","3.23000","","",""
"SA_0000001400","GISAHNPL","PUBLISHED","2008","SEAR","NPL","SA_SPIRITS","0.12","0.12000","","",""
"SA_0000001400","GISAHKWT","PUBLISHED","2008","EMR","KWT","SA_TOTAL","0.03","0.03000","","",""
"SA_0000001400","GISAHLTU","PUBLISHED","2003","EUR","LTU","SA_OTHER_ALCOHOL","0.76","0.76000","","",""
"SA_0000001400","GISAHVUT","PUBLISHED","2010","WPR","VUT","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHKOR","PUBLISHED","2000","WPR","KOR","SA_WINE","0.03","0.03000","","",""
"SA_0000001400","GISAHRUS","PUBLISHED","2004","EUR","RUS","SA_SPIRITS","7.09","7.09000","","",""
"SA_0000001400","GISAHMYS","PUBLISHED","2006","WPR","MYS","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHMMR","PUBLISHED","2008","SEAR","MMR","SA_WINE","0.00","0.00000","","",""
"SA_0000001400","GISAHTON","PUBLISHED","2000","WPR","TON","SA_BEER","0.66","0.66000","","",""
"SA_0000001400","GISAHUSA","PUBLISHED","2000","AMR","USA","SA_SPIRITS","2.42","2.42000","","",""
"SA_0000001400","GISAHJAM","PUBLISHED","2004","AMR","JAM","SA_OTHER_ALCOHOL","0.33","0.33000","","",""
"SA_0000001400","GISAHLBN","PUBLISHED","2009","EMR","LBN","SA_OTHER_ALCOHOL","0.02","0.02000","","",""
"SA_0000001400","GISAHSTP","PUBLISHED","2009","AFR","STP","SA_SPIRITS","0.57","0.57000","","",""
"SA_0000001400","GISAHCYP","PUBLISHED","2006","EUR","CYP","SA_WINE","2.92","2.92000","","",""
"SA_0000001400","GISAHPNG","PUBLISHED","2007","WPR","PNG","SA_WINE","0.01","0.01000","","",""
"SA_0000001400","","PUBLISHED","2003","EUR","MCO","SA_WINE","No data","","","",""
"SA_0000001400","GISAHNZL","PUBLISHED","2005","WPR","NZL","SA_OTHER_ALCOHOL","0.81","0.81000","","",""
"SA_0000001400","GISAHPOL","PUBLISHED","2003","EUR","POL","SA_WINE","1.64","1.64000","","",""
"SA_0000001400","GISAHJPN","PUBLISHED","2008","WPR","JPN","SA_BEER","1.48","1.48000","","",""
"SA_0000001400","GISAHSWE","PUBLISHED","2009","EUR","SWE","SA_TOTAL","7.30","7.30000","","",""
"SA_0000001400","GISAHARG","PUBLISHED","2003","AMR","ARG","SA_BEER","2.03","2.03000","","",""
"SA_0000001400","GISAHYEM","PUBLISHED","2012","EMR","YEM","SA_BEER","0.04","0.04000","","",""
"SA_0000001400","GISAHCUB","PUBLISHED","2000","AMR","CUB","SA_BEER","1.33","1.33000","","",""
"SA_0000001400","GISAHCHL","PUBLISHED","2012","AMR","CHL","SA_TOTAL","6.76","6.76000","","",""
"SA_0000001400","GISAHZAF","PUBLISHED","2002","AFR","ZAF","SA_TOTAL","7.04","7.04000","","",""
"SA_0000001400","GISAHCUB","PUBLISHED","2004","AMR","CUB","SA_TOTAL","4.38","4.38000","","",""
"SA_0000001400","GISAHKAZ","PUBLISHED","2002","EUR","KAZ","SA_TOTAL","5.99","5.99000","","",""
"SA_0000001400","GISAHTLS","PUBLISHED","2007","SEAR","TLS","SA_SPIRITS","0.01","0.01000","","",""
"SA_0000001400","GISAHBEN","PUBLISHED","2004","AFR","BEN","SA_SPIRITS","0.15","0.15000","","",""
"SA_0000001400","GISAHHTI","PUBLISHED","2006","AMR","HTI","SA_BEER","0.02","0.02000","","",""
"SA_0000001400","GISAHSYR","PUBLISHED","2009","EMR","SYR","SA_BEER","0.06","0.06000","","",""
"SA_0000001400","GISAHECU","PUBLISHED","2004","AMR","ECU","SA_BEER","1.81","1.81000","","",""
"SA_0000001400","GISAHBHS","PUBLISHED","2012","AMR","BHS","SA_WINE","1.64","1.64000","","",""
"SA_0000001400","GISAHURY","PUBLISHED","2010","AMR","URY","SA_WINE","3.72","3.72000","","",""
"SA_0000001400","GISAHBRB","PUBLISHED","2001","AMR","BRB","SA_OTHER_ALCOHOL","0.03","0.03000","","",""
"SA_0000001400","","PUBLISHED","2000","AFR","KEN","SA_BEER","0.70","0.70000","","",""
"SA_0000001400","GISAHLVA","PUBLISHED","2002","EUR","LVA","SA_SPIRITS","3.04","3.04000","","",""
"SA_0000001400","GISAHBRB","PUBLISHED","2009","AMR","BRB","SA_WINE","0.89","0.89000","","",""
"SA_0000001400","GISAHUZB","PUBLISHED","2006","EUR","UZB","SA_BEER","0.33","0.33000","","",""
"SA_0000001400","GISAHLAO","PUBLISHED","2004","WPR","LAO","SA_TOTAL","3.53","3.53000","","",""
"SA_0000001400","GISAHKIR","PUBLISHED","2003","WPR","KIR","SA_WINE","0.00","0.00000","","",""
"SA_0000001400","GISAHVUT","PUBLISHED","2007","WPR","VUT","SA_SPIRITS","0.39","0.39000","","",""
